"title,terr,dist,currency,ended,Box Office Release Date,Weeks in Release,cume_bo,cume_adm"
"The Green Inferno,United States,Blumhouse,USD,Complete,42272,6,7192291,0"
"The Green Inferno,Uruguay,MGM,UYU,N/A,STV,,0,0"
"The Green Inferno,Venezuela,MGM,VEF,N/A,STV,,0,0"
"The Informer,Argentina,Gussi,ARS,Undated,TBD,,0,0"
"The Informer,Australia,Roadshow,AUS,Undated,TBD,,0,0"
"The Informer,Austria,Wild Bunch,EUD,N/A,STV,,0,0"
"The Informer,Bahrain,Italia,BHD,Complete,43734,2,20142.93,4765"
"The Informer,Bangladesh,Italia,BDT,Complete,43840,1,78900,183"
"The Informer,Belgium,Splendid Film,EUD,Undated,TBD,,0,0"
"The Informer,Bolivia,Gussi,BOB,Undated,TBD,,0,0"
"The Informer,Brazil,Gussi,BRL,Undated,TBD,,0,0"
"The Informer,Bulgaria,Vertical,BGN,Undated,TBD,,0,0"
"The Informer,Cambodia,Soundspace,KHR,Undated,TBD,,0,0"
"The Informer,Canada,Aviron,CAD,Undated,TBD,,0,0"
"The Informer,Chile,Gussi,CLP,Undated,TBD,,0,0"
"The Informer,China,Huace,CNH,Undated,TBD,,0,0"
"The Informer,Colombia,Gussi,COP,Undated,TBD,,0,0"
"The Informer,Costa Rica,Gussi,CRC,Undated,NYS,,0,0"
"The Informer,Croatia,Vertical,HRK,Complete,44084,13,409297.83,13590"
"The Informer,Czech Republic,Vertical,CZK,N/A,STV,,0,0"
"The Informer,Denmark,Svensk,DKK,Complete,43734,3,201784,2193"
"The Informer,Dominican Republic,Gussi,DOP,Undated,NYS,,0,0"
"The Informer,East Africa,Times Media,ZAR,Complete,43854,5,163521,2752"
"The Informer,Ecuador,Gussi,USD,Undated,TBD,,0,0"
"The Informer,Egypt,Italia,EGP,Complete,43733,2,393684,4527"
"The Informer,El Salvador,Gussi,USD,Undated,NYS,,0,0"
"The Informer,Estonia,Acme Film,EUD,Complete,43735,4,15861.59,2419"
"The Informer,Ethiopia,Italia,ETB,Complete,43735,3,155030,2613"
"The Informer,Finland,Svensk,EUD,Complete,43791,8,57857,4913"
"The Informer,France,TF1,EUD,N/A,STV,,0,0"
"The Informer,Germany,Wild Bunch,EUD,N/A,STV,,0,0"
"The Informer,Greece,Italia,EUD,Complete,43762,4,43758,6735"
"The Informer,Guatemala,Gussi,GTQ,Undated,NYS,,0,0"
"The Informer,Honduras,Gussi,HNL,Undated,NYS,,0,0"
"The Informer,Hong Kong,Huace,HKD,N/A,STV,,0,0"
"The Informer,Hungary,Vertical,HUF,N/A,STV,,0,0"
"The Informer,Iceland,Sena,ISK,Complete,43868,3,880720,631"
"The Informer,India,Italia,INR,Complete,43833,1,791646,2735"
"The Informer,Indonesia,PT Prima,IDR,Undated,TBD,,0,0"
"The Informer,Iraq,Italia,IQD,Complete,43734,3,15875000,1772"
"The Informer,Israel,United King,ILS,Complete,43888,3,864631.08,28496"
"The Informer,Italy,Adler,EUD,Complete,43755,2,158164,24047"
"The Informer,Japan,Hakuhodo,YEN,Complete,43798,12,28119500,23003"
"The Informer,Jordan,Italia,JOD,Complete,43734,2,10111,1653"
"The Informer,Kuwait,Italia,KWD,Complete,43734,2,38938.87,10053"
"The Informer,Latvia,Acme Film,EUD,Complete,43735,2,8308.1,1243"
"The Informer,Lebanon,Italia,LBP,Complete,43734,3,40305250,2870"
"The Informer,Lithuania,Acme Film,EUD,Complete,43735,3,19022.96,3670"
"The Informer,Malaysia,Golden Screen,MYR,N/A,STV,,0,0"
"The Informer,Mexico,Gussi,MXN,Undated,TBD,,0,0"
"The Informer,Netherlands,Splendid Film,EUD,Complete,43832,6,487536,56076"
"The Informer,New Zealand,Roadshow,NZD,N/A,STV,,0,0"
"The Informer,Nicaragua,Gussi,NIH,Undated,NYS,,0,0"
"The Informer,Norway,Svensk,NOK,Complete,43756,7,682988,5919"
"The Informer,Oman,Italia,OMR,Complete,43734,2,17889.91,5424"
"The Informer,Pakistan,Italia,PKR,Complete,43840,1,960018,1920"
"The Informer,Panama,Gussi,USD,Undated,NYS,,0,0"
"The Informer,Paraguay,Gussi,PYG,Undated,TBD,,0,0"
"The Informer,Peru,Gussi,PEN,Undated,TBD,,0,0"
"The Informer,Philippines,Soundspace,PHP,Complete,43859,1,785818,3120"
"The Informer,Poland,Monolith,PLN,N/A,STV,,0,0"
"The Informer,Portugal,Lusomundo,EUD,Complete,43839,8,232303,47743"
"The Informer,Qatar,Italia,QAR,Complete,43734,3,322290.56,5602"
"The Informer,Romania,Vertical,RON,N/A,STV,,0,0"
"The Informer,Russia,Top Film,RUB,Complete,43762,3,12906375.71,45853"
"The Informer,Saudi Arabia,Italia,SAR,Complete,43734,7,2727185,41721"
"The Informer,Serbia,Vertical,RSD,Complete,44126,13,1084669.06,2874"
"The Informer,Singapore,Golden Village,SGD,Complete,43734,4,120370.69,12053"
"The Informer,Slovakia,Vertical,EUD,N/A,STV,,0,0"
"The Informer,Slovenia,Vertical,EUD,N/A,STV,,0,0"
"The Informer,South Africa,Times Media,ZAR,Complete,43889,4,1167239,15144"
"The Informer,South Korea,Entermode,KRW,Undated,TBD,,0,0"
"The Informer,Spain,Inopia,EUD,N/A,STV,,0,0"
"The Informer,Sri Lanka,Italia,LKR,,,,0,0"
"The Informer,Sweden,Svensk,SEK,Complete,43735,11,5201207,42777"
"The Informer,French-Speaking Switzerland,Impuls,CHF,Undated,TBD,,0,0"
"The Informer,German-Speaking Switzerland,Impuls,CHF,Complete,43804,7,84965,5242"
"The Informer,Italian-Speaking Switzerland,Impuls,CHF,Complete,43755,1,1032,77"
"The Informer,Syria,Italia,SYP,Complete,43734,3,2105500,937"
"The Informer,Taiwan,Lots Home,TWD,Complete,43735,4,7121090,30982"
"The Informer,Thailand,Soundspace,THB,Undated,TBD,,0,0"
"The Informer,Turkey,Italia,TRY,Complete,43763,2,86068,3317"
"The Informer,Ukraine,Top Film,UAH,Complete,43762,2,952171.8,9366"
"The Informer,United Arab Emirates,Italia,AED,Complete,43734,3,1171507,20992"
"The Informer,United Kingdom,Warner Bros,GPB,Complete,43707,6,704017,0"
"The Informer,United States,Vertical,USD,Complete,44141,3,286173,0"
"The Informer,Uruguay,Gussi,UYU,Undated,TBD,,0,0"
"The Informer,Venezuela,Gussi,VEF,Undated,TBD,,0,0"
"The Informer,Vietnam,Soundspace,VND,Undated,TBD,,0,0"
"The Informer,West Africa,Times Media,ZAR,Complete,43840,5,845151,19799"
"The Informer,West Indies,ATM,TTD,Complete,43754,5,305202.24,10492"
"The Nice Guys,Argentina,Sun,ARS,Complete,42551,5,6814723,83873"
"The Nice Guys,Australia,Roadshow Films,AUS,Complete,42516,9,5882155,0"
"The Nice Guys,Austria,TMG,EUD,Complete,42524,8,460216,54380"
"The Nice Guys,Bahrain,Italia,BHD,Complete,42516,6,59572,19575"
"The Nice Guys,Bangladesh,PVR,BDT,Complete,42545,2,97000,376"
"The Nice Guys,Belgium,Belga,EUD,Complete,42505,14,456150,59204"
"The Nice Guys,Bolivia,Sun,BOB,N/A,NR,,0,0"
"The Nice Guys,Brazil,Sun,BRL,Complete,42572,5,1868253,111987"
"The Nice Guys,Bulgaria,Vertical,BGN,Complete,42517,8,136382.2,17052"
"The Nice Guys,Cambodia,MVP,KHR,Complete,42516,1,5631600,447"
"The Nice Guys,Canada,Warner Bros,CAD,Complete,42510,,0,0"
"The Nice Guys,Chile,Sun,CLP,Complete,42579,2,38357737,10174"
"The Nice Guys,China,Huayi Bros.,CNH,N/A,STV,,0,0"
"The Nice Guys,Colombia,Sun,COP,Complete,42607,5,263887300,36029"
"The Nice Guys,Costa Rica,Sun,CRC,Complete,42572,2,7535550,2490"
"The Nice Guys,Croatia,Vertical,HRK,Complete,42516,6,622935,21519"
"The Nice Guys,Czech Republic,Vertical,CZK,Complete,42523,8,4101597,29384"
"The Nice Guys,Denmark,Mis. Label,DKK,Complete,42530,7,2511563,30470"
"The Nice Guys,Dominican Republic,Sun,DOP,Complete,42572,2,1093566,165"
"The Nice Guys,East Africa,Times Media,ZAR,Complete,42538,3,194406,3316"
"The Nice Guys,East Timor,Soundspace,USD,N/A,TBD,,0,0"
"The Nice Guys,Ecuador,Sun,USD,Complete,42566,3,45987,11871"
"The Nice Guys,Egypt,Italia,EGP,Complete,42515,6,555495,11340"
"The Nice Guys,El Salvador,Sun,USD,Complete,42572,2,10557,2872"
"The Nice Guys,Estonia,Acme Film,EUD,Complete,42517,6,63935.84,11047"
"The Nice Guys,Ethiopia,Italia,ETB,Complete,42531,3,166560,3079"
"The Nice Guys,Finland,Mis. Label,EUD,Complete,42510,13,214634,21432"
"The Nice Guys,France,EuropaCorp,EUD,Complete,42505,12,2557721,380538"
"The Nice Guys,Germany,TMG,EUD,Complete,42523,11,2281409,292366"
"The Nice Guys,Greece,Odeon,EUD,Complete,42516,9,301442,46999"
"The Nice Guys,Guatemala,Sun,GTQ,Complete,42572,3,132554,3222"
"The Nice Guys,Honduras,Sun,HNL,Complete,42572,3,310660,3039"
"The Nice Guys,Hong Kong,PT Parkit,HKD,Complete,42537,4,483805,6817"
"The Nice Guys,Hungary,Vertical,HUF,Complete,42516,15,158300326,109943"
"The Nice Guys,Iceland,Sena,ISK,Complete,42529,8,8808858,7034"
"The Nice Guys,India,Italia,INR,Complete,42524,3,13699124,59178"
"The Nice Guys,Indonesia,PT Prima,IDR,Complete,42598,1,2703565000,51648"
"The Nice Guys,Iraq,Italia,IQD,Complete,42516,5,17166000,1655"
"The Nice Guys,Israel,United King,ILS,Complete,42509,11,2170414.66,69421"
"The Nice Guys,Italy,Lucky Red,EUD,Complete,42522,12,1965337,308312"
"The Nice Guys,Japan,Klockworx,YEN,Complete,42784,7,63301100,46628"
"The Nice Guys,Jordan,Italia,JOD,Complete,42516,6,41302,5317"
"The Nice Guys,Kuwait,Italia,KWD,Complete,42516,6,29144,8914"
"The Nice Guys,Laos,MVP,LAK,Complete,42544,2,9549000,1165"
"The Nice Guys,Latvia,Acme Film,EUD,Complete,42517,9,37838.05,7501"
"The Nice Guys,Lebanon,Italia,LBP,Complete,42516,6,191510000,13545"
"The Nice Guys,Lithuania,Acme Film,EUD,Complete,42517,4,36949.32,7773"
"The Nice Guys,Malaysia,MVP,MYR,Complete,42516,3,572564,44786"
"The Nice Guys,Mexico,Sun,MXN,Complete,42559,4,18633138,318737"
"The Nice Guys,Myanmar,MVP,MMK,,,,0,0"
"The Nice Guys,Netherlands,Belga,EUD,Complete,42509,18,559403,71978"
"The Nice Guys,New Zealand,Roadshow Films,NZD,Complete,42516,9,967211,0"
"The Nice Guys,Nicaragua,Sun,NIH,Complete,42572,2,161828,1216"
"The Nice Guys,Norway,Mis. Label,NOK,Complete,42531,7,2664221,24408"
"The Nice Guys,Oman,Italia,OMR,Complete,42516,3,18341.5,5679"
"The Nice Guys,Pakistan,PVR,PKR,Complete,42531,2,1446400,3616"
"The Nice Guys,Panama,Sun,USD,Complete,42572,5,61317,8671"
"The Nice Guys,Paraguay,Sun,PYG,Complete,42565,3,46820000,1937"
"The Nice Guys,Peru,Sun,PEN,Complete,42593,3,389385,27648"
"The Nice Guys,Philippines,MVP,PHP,Complete,42522,2,3615475,20086"
"The Nice Guys,Poland,Vertical,PLN,Complete,42510,11,4102794,213540"
"The Nice Guys,Portugal,Lusomundo,EUD,Complete,42515,6,278036,52973"
"The Nice Guys,Qatar,Italia,QAR,Complete,42516,6,520205,12101"
"The Nice Guys,Romania,Vertical,RON,Complete,42517,9,1185986.97,62968"
"The Nice Guys,Russia,Paradise,RUB,Complete,42537,8,158427617.6,571224"
"The Nice Guys,Serbia,Vertical,RSD,Complete,42516,6,3279018.48,8176"
"The Nice Guys,Singapore,Golden Village,SGD,Complete,42509,6,245272,23616"
"The Nice Guys,Slovakia,Vertical,EUD,Complete,42523,8,110740,20428"
"The Nice Guys,Slovenia,Vertical,EUD,Complete,42509,7,22954.51,4403"
"The Nice Guys,South Africa,Times Media,ZAR,Complete,42537,9,1930476,34542"
"The Nice Guys,South Korea,Nouveau,KRW,Complete,42557,2,189722500,24499"
"The Nice Guys,Spain,Tri Pictures,EUD,Complete,42531,7,1195558.88,192988"
"The Nice Guys,Sri Lanka,PVR,LKR,Complete,42517,3,923805,1760"
"The Nice Guys,Sweden,Mis. Label,SEK,Complete,42529,9,4336026.67,38889"
"The Nice Guys,French-Speaking Switzerland,Ascot Elite,CHF,Complete,42505,8,131364,9212"
"The Nice Guys,German-Speaking Switzerland,Ascot Elite,CHF,Complete,42523,12,792075,51153"
"The Nice Guys,Italian-Speaking Switzerland,Ascot Elite,CHF,Complete,42522,6,8672,621"
"The Nice Guys,Taiwan,Catchplay,TWD,Complete,42538,7,4848769,20453"
"The Nice Guys,Thailand,M Pictures,THB,Complete,42537,3,4050975,26166"
"The Nice Guys,Turkey,Italia,TRY,Complete,42510,8,896511.34,66968"
"The Nice Guys,Ukraine,Paradise,UAH,Complete,42537,5,3859253.81,53149"
"The Nice Guys,United Arab Emirates,Italia,AED,Complete,42516,6,2551891.5,61172"
"The Nice Guys,United Kingdom,Icon,GPB,Complete,42524,11,3900611,600000"
"The Nice Guys,United States,Warner Bros,USD,Complete,42510,11,36261763,0"
"The Nice Guys,Uruguay,Sun,UYU,Complete,42579,2,472601,2960"
"The Nice Guys,Venezuela,Sun,VEF,N/A,NR,,0,0"
"The Nice Guys,Vietnam,MVP,VND,Complete,42517,4,1594250040,19659"
"The Nice Guys,West Africa,Times Media,ZAR,Complete,42538,5,255393,6449"
"The Nice Guys,West Indies,ATM,TTD,Complete,42510,1,283702,0"
"The Nice Guys,Zimbabwe,Times Media,ZAR,Complete,42538,2,38638,362"
"The Operative,Argentina,Synapse,ARS,N/A,STV,,0,0"
"The Operative,Australia,Roadshow,AUS,Undated,STV,,0,0"
"The Operative,Austria,Weltkino,EUD,Complete,43707,3,8617,1060"
"The Operative,Belgium,The Searchers,EUD,Undated,STV,,0,0"
"The Operative,Bolivia,Synapse,BOB,N/A,STV,,0,0"
"The Operative,Brazil,Synapse,BRL,N/A,STV,,0,0"
"The Operative,Bulgaria,Vertical,BGN,Undated,TBD,,0,0"
"The Operative,Chile,Synapse,CLP,N/A,STV,,0,0"
"The Operative,China,Vision,CNH,Undated,TBD,,0,0"
"The Operative,Colombia,Synapse,COP,N/A,STV,,0,0"
"The Operative,Croatia,Vertical,HRK,Undated,TBD,,0,0"
"The Operative,Czech Republic,Vertical,CZK,Undated,TBD,,0,0"
"The Operative,Denmark,Scanbox,DKK,Undated,STV,,0,0"
"The Operative,Ecuador,Synapse,USD,N/A,STV,,0,0"
"The Operative,Estonia,GPI,EUD,Complete,43679,1,1140,260"
"The Operative,Finland,Scanbox,EUD,Undated,STV,,0,0"
"The Operative,France,Le Pacte,EUD,Complete,43670,8,1046262,161960"
"The Operative,Germany,Weltkino,EUD,Complete,43706,10,167887,23800"
"The Operative,Greece,Odeon,EUD,Undated,TBD,,0,0"
"The Operative,Hungary,Vertical,HUF,Undated,TBD,,0,0"
"The Operative,Iceland,Sena,ISK,N/A,STV,,0,0"
"The Operative,India,PVR,INR,Undated,TBD,,0,0"
"The Operative,Indonesia,PT Prima,IDR,Undated,TBD,,0,0"
"The Operative,Italy,Cloud 9,EUD,Undated,STV,,0,0"
"The Operative,Japan,Kino,YEN,Undated,TBD,,0,0"
"The Operative,Latvia,GPI,EUD,Complete,43679,2,3950,562"
"The Operative,Lithuania,GPI,EUD,Complete,43714,3,9938,1843"
"The Operative,Mexico,Synapse,MXN,N/A,STV,,0,0"
"The Operative,Netherlands,The Searchers,EUD,Undated,STV,,0,0"
"The Operative,New Zealand,Roadshow,NZD,Undated,STV,,0,0"
"The Operative,Norway,Scanbox,NOK,Undated,STV,,0,0"
"The Operative,Peru,Synapse,PEN,N/A,STV,,0,0"
"The Operative,Poland,Vertical,PLN,Undated,TBD,,0,0"
"The Operative,Portugal,Films4You,EUD,Upcoming,43923,,0,0"
"The Operative,Romania,Vertical,RON,Undated,TBD,,0,0"
"The Operative,Russia,Top Film,RUB,Undated,TBD,,0,0"
"The Operative,Serbia,Vertical,RSD,Undated,TBD,,0,0"
"The Operative,Slovakia,Vertical,EUD,Undated,TBD,,0,0"
"The Operative,Slovenia,Vertical,EUD,Undated,TBD,,0,0"
"The Operative,South Korea,Green Narae,KRW,Undated,TBD,,0,0"
"The Operative,Spain,Dea Planeta,EUD,N/A,STV,,0,0"
"The Operative,Sweden,Scanbox,SEK,Undated,STV,,0,0"
"The Operative,Taiwan,Vie Vision,TWD,Complete,43707,3,2604873,11528"
"The Operative,Turkey,Filmarti,TRY,Complete,43721,2,159184,8142"
"The Operative,Ukraine,Top Film,UAH,Undated,TBD,,0,0"
"The Operative,United Kingdom,Signature,GPB,Undated,STV,,0,0"
"The Operative,United States,Vertical,USD,Complete,43679,1,2364,0"
"The Operative,Uruguay,Synapse,UYU,N/A,STV,,0,0"
"The Operative,Uruguay,Synapse,UYU,N/A,STV,,0,0"
"The Operative,Venezuela,Synapse,VES,N/A,STV,,0,0"
"The Peanut Butter Falcon,Argentina,CDC,ARS,N/A,STV,,0,0"
"The Peanut Butter Falcon,Australia,Rialto,AUS,Complete,43860,8,480464,36919"
"The Peanut Butter Falcon,Austria,Tobis,EUD,Complete,43819,8,110174,12812"
"The Peanut Butter Falcon,Bahrain,Eagle Films,BHD,Complete,43811,1,887,250"
"The Peanut Butter Falcon,Belgium,The Searchers,EUD,Complete,43824,7,88667,12215"
"The Peanut Butter Falcon,Bolivia,CDC,BOB,N/A,STV,,0,0"
"The Peanut Butter Falcon,Brazil,CDC,BRL,N/A,STV,,0,0"
"The Peanut Butter Falcon,Bulgaria,Disney,BGN,Undated,TBD,,0,0"
"The Peanut Butter Falcon,Canada,Level Film,CAD,Complete,43700,14,507528.12,0"
"The Peanut Butter Falcon,Chile,CDC,CLP,N/A,STV,,0,0"
"The Peanut Butter Falcon,China,Phoenix,CNH,Undated,TBD,,0,0"
"The Peanut Butter Falcon,Colombia,CDC,COP,N/A,STV,,0,0"
"The Peanut Butter Falcon,Croatia,Disney,HRK,Undated,TBD,,0,0"
"The Peanut Butter Falcon,Czech Republic,Disney,CZK,Undated,TBD,,0,0"
"The Peanut Butter Falcon,Denmark,Mis. Label,DKK,Complete,43979,11,976183,11602"
"The Peanut Butter Falcon,Ecuador,CDC,USD,N/A,STV,,0,0"
"The Peanut Butter Falcon,Egypt,Eagle Films,EGP,N/A,NR,,0,0"
"The Peanut Butter Falcon,Finland,Mis. Label,EUD,Complete,43875,4,90839,8323"
"The Peanut Butter Falcon,France,Ace,EUD,Direct to Video,STV,,0,0"
"The Peanut Butter Falcon,Germany,Tobis,EUD,Complete,43818,11,922077,121234"
"The Peanut Butter Falcon,Greece,Feelgood,EUD,Undated,TBD,,0,0"
"The Peanut Butter Falcon,Hong Kong,Pegasus,HKD,Undated,TBD,,0,0"
"The Peanut Butter Falcon,Hungary,Disney,HUF,Undated,TBD,,0,0"
"The Peanut Butter Falcon,Iceland,Sena,ISK,N/A,STV,,0,0"
"The Peanut Butter Falcon,India,Impact Films,INR,N/A,STV,,0,0"
"The Peanut Butter Falcon,Indonesia,Falcon,IDR,Complete,43747,2,548797500,11406"
"The Peanut Butter Falcon,Iraq,Eagle Films,IQD,Complete,43811,1,664000,62"
"The Peanut Butter Falcon,Israel,United King,ILS,In Release,44343,1,179227.24,6148"
"The Peanut Butter Falcon,Italy,Officine UBU,EUD,Undated,TBD,,0,0"
"The Peanut Butter Falcon,Japan,Aeon,YEN,Complete,43868,7,23338100,18409"
"The Peanut Butter Falcon,Jordan,Eagle Films,JOD,Complete,43811,2,1566,251"
"The Peanut Butter Falcon,Kuwait,Eagle Films,KWD,Complete,43811,1,1616.9,513"
"The Peanut Butter Falcon,Lebanon,Eagle Films,LBP,Complete,43811,2,4801000,343"
"The Peanut Butter Falcon,Mexico,CDC,MXN,N/A,STV,,0,0"
"The Peanut Butter Falcon,Netherlands,The Searchers,EUD,Complete,43818,11,304274,37252"
"The Peanut Butter Falcon,New Zealand,Rialto,NZD,Complete,43825,13,398031,30512"
"The Peanut Butter Falcon,Norway,Mis. Label,NOK,Complete,43987,18,4747115,39504"
"The Peanut Butter Falcon,Oman,Eagle Films,OMR,Complete,43811,1,357.2,123"
"The Peanut Butter Falcon,Paraguay,CDC,PYG,N/A,STV,,0,0"
"The Peanut Butter Falcon,Peru,CDC,PEN,N/A,STV,,0,0"
"The Peanut Butter Falcon,Poland,M2,PLN,Complete,43833,6,336334,20042"
"The Peanut Butter Falcon,Portugal,Outsider Films,EUD,Complete,43706,3,34641.52,6460"
"The Peanut Butter Falcon,Qatar,Eagle Films,QAR,Complete,43811,1,15470.5,307"
"The Peanut Butter Falcon,Romania,Disney,RON,Undated,TBD,,0,0"
"The Peanut Butter Falcon,Russia,Capella,RUB,Complete,43762,14,14687053,49920"
"The Peanut Butter Falcon,Saudi Arabia,Eagle Films,SAR,,,,0,0"
"The Peanut Butter Falcon,Serbia,Disney,RSD,Undated,TBD,,0,0"
"The Peanut Butter Falcon,Singapore,Shaw,SGD,Complete,43846,5,18454,1845"
"The Peanut Butter Falcon,Slovakia,Disney,EUD,Undated,TBD,,0,0"
"The Peanut Butter Falcon,Slovenia,Disney,EUD,Undated,TBD,,0,0"
"The Peanut Butter Falcon,South Africa,CDC,ZAR,N/A,STV,,0,0"
"The Peanut Butter Falcon,South Korea,Challan,KRW,Undated,TBD,,0,0"
"The Peanut Butter Falcon,Spain,A Contracorriente,EUD,Complete,44029,7,167604,27751"
"The Peanut Butter Falcon,Sweden,Mis. Label,SEK,Complete,43910,35,1310560,12110"
"The Peanut Butter Falcon,French-Speaking Switzerland,Tobis,CHF,Undated,TBD,,0,0"
"The Peanut Butter Falcon,German-Speaking Switzerland,Tobis,CHF,Complete,43881,3,114504,7589"
"The Peanut Butter Falcon,Italian-Speaking Switzerland,Tobis,CHF,Undated,TBD,,0,0"
"The Peanut Butter Falcon,Taiwan,Cai Chang,TWD,Complete,43805,4,487418,2252"
"The Peanut Butter Falcon,Thailand,Golden A,THB,Complete,43734,3,1071760,0"
"The Peanut Butter Falcon,Turkey,Filmarti,TRY,Undated,TBD,,0,0"
"The Peanut Butter Falcon,United Arab Emirates,Eagle Films,AED,Complete,43811,1,49218.84,1165"
"The Peanut Butter Falcon,United Kingdom,Signature,GPB,Complete,43756,11,187947,0"
"The Peanut Butter Falcon,United States,Roadside,USD,Complete,43686,19,20457158,0"
"The Peanut Butter Falcon,Uruguay,CDC,UYU,N/A,STV,,0,0"
"The Peanut Butter Falcon,Venezuela,CDC,VEF,N/A,STV,,0,0"
"The Peanut Butter Falcon,Vietnam,Blue Lantern,VND,Undated,TBD,,0,0"
"Unlocked,Argentina,Netflix,ARS,N/A,STV,,0,0"
"Unlocked,Austria,Square One,EUD,N/A,STV,,0,0"
"Unlocked,Bahrain,Italia,BHD,Complete,42992,3,16949,5513"
"Unlocked,Belgium,DFW,EUD,Complete,42886,9,145678,17922"
"Unlocked,Bolivia,Netflix,BOB,N/A,STV,,0,0"
"Unlocked,Brazil,Netflix,BRL,N/A,STV,,0,0"
"Unlocked,Bulgaria,Forum Film,BGN,Complete,42944,6,67110,7758"
"Unlocked,Cambodia,PT Parkit,KHR,Complete,42860,2,33033000,2004"
"Unlocked,Canada,Lionsgate,CAD,Complete,42979,,0,0"
"Unlocked,Chile,Netflix,CLP,N/A,STV,,0,0"
"Unlocked,China,Bona Films,CNH,Complete,43000,5,3666897,132936"
"Unlocked,Colombia,Netflix,COP,N/A,STV,,0,0"
"Unlocked,Croatia,Forum Film,HRK,Complete,42873,5,101006.99,3774"
"Unlocked,Czech Republic,Forum Film,CZK,Complete,42922,6,1122066,7670"
"Unlocked,Denmark,Scanbox,DKK,N/A,STV,,0,0"
"Unlocked,East Africa,Times Media,ZAR,Complete,43070,2,169949,3097"
"Unlocked,Ecuador,Netflix,USD,N/A,STV,,0,0"
"Unlocked,Egypt,Italia,EGP,Complete,43005,2,188945,3648"
"Unlocked,Estonia,Acme Film,EUD,Complete,42860,3,19029.64,3195"
"Unlocked,Finland,Scanbox,EUD,N/A,STV,,0,0"
"Unlocked,France,TF1,EUD,Complete,42886,4,1298767,196783"
"Unlocked,Germany,Square One,EUD,N/A,STV,,0,0"
"Unlocked,Greece,Italia,EUD,Complete,43202,3,60835,9707"
"Unlocked,Hong Kong,Intercontinental,HKD,Complete,43111,1,31849,605"
"Unlocked,Hungary,Forum Film,HUF,Complete,42908,8,35129584,23998"
"Unlocked,Iceland,Sena,ISK,Complete,43028,2,992410,794"
"Unlocked,India,Italia,INR,Complete,43083,1,58192,909"
"Unlocked,Indonesia,PT Amero,IDR,Complete,42859,1,3355088000,67664"
"Unlocked,Iraq,Italia,IQD,Complete,42992,2,6698000,639"
"Unlocked,Israel,United King,ILS,Complete,42859,8,712434,22228"
"Unlocked,Italy,Notorious,EUD,Complete,42859,6,670804,123850"
"Unlocked,Japan,Kino,YEN,Complete,43210,5,43653800,35416"
"Unlocked,Jordan,Italia,JOD,Complete,42992,2,6075,816"
"Unlocked,Kuwait,Italia,KWD,N/A,BAN,,0,0"
"Unlocked,Laos,PT Parkit,LAK,Complete,42873,2,23555000,757"
"Unlocked,Latvia,Acme Film,EUD,Complete,42860,5,7331.91,1227"
"Unlocked,Lebanon,Italia,LBP,Complete,42992,2,29780000,2187"
"Unlocked,Lithuania,Acme Film,EUD,Complete,42860,2,9184.66,1979"
"Unlocked,Malaysia,PT Parkit,MYR,Complete,42859,3,534369.76,40641"
"Unlocked,Mexico,Netflix,MXN,N/A,STV,,0,0"
"Unlocked,Mongolia,MVP,MNT,,,,0,0"
"Unlocked,Myanmar,PT Parkit,MMK,,,,0,0"
"Unlocked,Netherlands,DFW,EUD,Complete,42859,8,465387,61071"
"Unlocked,Norway,Scanbox,NOK,N/A,STV,,0,0"
"Unlocked,Oman,Italia,OMR,Complete,42992,3,10270,2986"
"Unlocked,Pakistan,Italia,PKR,,,,0,0"
"Unlocked,Paraguay,Netflix,PYG,N/A,STV,,0,0"
"Unlocked,Peru,Netflix,PEN,N/A,STV,,0,0"
"Unlocked,Philippines,PT Parkit,PHP,Complete,42872,1,2154984,11776"
"Unlocked,Poland,Forum Film,PLN,Complete,42909,9,857438,44631"
"Unlocked,Portugal,Lusomundo,EUD,Complete,42873,6,145185,32137"
"Unlocked,Qatar,Italia,QAR,Complete,42992,2,232054,4813"
"Unlocked,Romania,Forum Film,RON,Complete,42902,11,439761,22469"
"Unlocked,Russia,Top Film,RUB,Complete,42852,4,30426898,112641"
"Unlocked,Serbia,Forum Film,RSD,Complete,42887,6,772967.24,2002"
"Unlocked,Singapore,Cathay,SGD,Complete,42859,3,198300.71,19071"
"Unlocked,Slovakia,Forum Film,EUD,Complete,42922,3,23663,4409"
"Unlocked,Slovenia,Forum Film,EUD,Undated,To Be Det'd,,0,0"
"Unlocked,South Africa,Times Media,ZAR,Complete,43021,4,816181,14727"
"Unlocked,South Korea,Wise & Wide,KRW,Complete,42992,2,122680172,15966"
"Unlocked,Spain,Tri Pictures,EUD,N/A,STV,,0,0"
"Unlocked,Sri Lanka,Italia,LKR,Complete,42944,2,666953,1293"
"Unlocked,Sweden,Scanbox,SEK,N/A,STV,,0,0"
"Unlocked,French-Speaking Switzerland,Ascot Elite,CHF,N/A,STV,,0,0"
"Unlocked,German-Speaking Switzerland,Ascot Elite,CHF,N/A,STV,,0,0"
"Unlocked,Italian-Speaking Switzerland,Ascot Elite,CHF,N/A,STV,,0,0"
"Unlocked,Syria,Italia,SYP,Complete,42992,2,330000,220"
"Unlocked,Taiwan,PT Parkit,TWD,Complete,42902,3,1585244,6887"
"Unlocked,Thailand,PT Parkit,THB,Complete,42873,2,5855058,36750"
